index,name,model_x_m,model_y_m,model_z_m,code_px,code_py,visual_px,visual_py
0,route_draw_wp_000,-2.179689884185791,-0.08861865103244781,0.08,34.99989827473958,131.78106244405112,221.00010172526044,144.5810624440511
1,route_draw_wp_001,-1.5468800067901611,-0.09027045220136642,0.08,61.999786376953125,131.85153929392496,194.00021362304688,144.65153929392497
2,route_draw_wp_002,-0.515625,-0.10110247135162354,0.08,106.0,132.31370544433594,150.0,145.11370544433595
3,route_draw_wp_003,0.4757353365421295,-0.06915044039487839,0.08,148.29804102579752,130.9504187901815,107.70195897420247,143.75041879018147
4,route_draw_wp_004,2.179689884185791,-0.061325617134571075,0.08,221.00010172526044,130.61655966440836,34.99989827473958,143.41655966440837
5,route_draw_wp_005,2.17969,-0.515625,0.08,221.00010666666668,150.0,34.99989333333333,162.8
