stamp_s,segment_id,x,y,z,yaw,map_x,map_y,linear_cmd,angular_cmd
0.2879483699798584,2,-1.828125,2.179688,0.018138,-3.141592307179587,50.0,47.79997866666666,0.0,0.0
9.425023794174194,2,-1.8743499994734183,2.179689393292023,-0.0019999591771318096,-3.1410862347687742,48.02773335580082,47.79991921954034,0.08,0.0
10.01230001449585,2,-1.9207300859254874,2.179671657098506,-0.0020032843989481043,-3.1409822859217935,46.0488496671792,47.800675963797076,0.08,0.0
10.582819938659668,2,-1.9671038557747764,2.179647837511332,-0.001999988485939225,-3.140876923559374,44.07023548694288,47.80169226618317,0.08,0.0
11.163821697235107,2,-2.0134514778340034,2.1796237424103126,-0.001999978923023695,-3.1407011120807566,42.092736945749195,47.80272032382666,0.08,0.0
11.743789196014404,2,-2.0598267195090707,2.179592591172474,-0.001999981249721089,-3.1405033168540957,40.11405996761299,47.804049443307775,0.08,0.0
12.324154138565063,2,-2.1060812993599094,2.179542288411269,-0.0019984417035664517,-3.1404536170995696,38.14053122731053,47.80619569445251,0.08,0.0
12.914448022842407,2,-2.152309879314222,2.1794908388569945,-0.0020043095200546297,-3.1404779540545613,36.16811181592652,47.80839087543491,0.08,0.0
16.26805281639099,2,-2.1721640778454625,2.19532910188179,-0.001999979483655619,-2.939877769140501,35.32099934526026,47.13262498637695,0.0,0.25
17.129053115844727,2,-2.176853473278592,2.2106225943841245,-0.0019999272005692056,-2.738209122262615,35.12091847344675,46.48010263961069,0.0,0.25
17.961775064468384,2,-2.1846505879944775,2.224505285605887,-0.0020030200120364043,-2.5364113805226016,34.78824157890229,45.88777448081548,0.0,0.25
18.770358562469482,2,-2.195799504969838,2.2360319951175223,-0.001999956899427984,-2.3345009764869253,34.31255445462024,45.39596820831905,0.0,0.25
19.596051692962646,2,-2.2092206962034076,2.2449963361292635,-0.0019999435198493143,-2.132550536542264,33.739916961987944,45.01348965848476,0.0,0.25
20.41619849205017,2,-2.223828155554089,2.2516084750364787,-0.002003102386664269,-1.93194626230418,33.11666536302555,44.73137173177692,0.0,0.25
21.23599338531494,2,-2.239524901450447,2.2554068202737088,-0.0020092256436659243,-1.7302040817481357,32.446937538114256,44.5693090016551,0.0,0.25
25.69896912574768,2,-2.252356278021003,2.2120389771119373,-0.0020043113746273434,-1.5665820630346803,31.89946547110388,46.41967030989068,0.04,0.0
26.604748725891113,2,-2.252221613336628,2.165979380818436,-0.0019996396475133425,-1.5654146152726198,31.905211164303864,48.38487975174674,0.08,0.0
27.184251308441162,2,-2.2520290282717137,2.11971623565096,-0.0019999885455383817,-1.5645308569593408,31.913428127073544,50.35877394555904,0.12,0.0
27.56229281425476,2,-2.2518408040565063,2.07431727172246,-0.0020013946128833687,-1.5626648709752542,31.921459026922392,52.29579640650839,0.12,0.0
27.941670656204224,2,-2.2515701213151558,2.0273155976909347,-0.001999983684556317,-1.5605739304702029,31.933008157220016,54.30120116518678,0.16,0.0
28.242924690246582,2,-2.251134916657087,1.9793612196822128,-0.0020001762879569233,-1.5596030012604836,31.951576889297613,56.34725462689225,0.16,0.0
28.543973445892334,2,-2.2506480522456447,1.9314152104175581,-0.0019999978407527685,-1.5586404938474827,31.97234977085249,58.39295102218419,0.16,0.0
28.84502601623535,2,-2.250147242081022,1.8834653448168817,-0.002001392479434449,-1.5572054192219063,31.993717671209723,60.43881195447972,0.16,0.0
29.14724898338318,2,-2.2495809553683164,1.8355140460289574,-0.0020014101302851246,-1.5555908879111153,32.0178792376185,62.48473403609782,0.16,0.0
29.444190502166748,2,-2.248934743390508,1.7875645173538774,-0.002001416442305804,-1.5539679172832441,32.04545094867166,64.53058059290123,0.16,0.0
29.706002712249756,2,-2.2482272489719466,1.742145084665029,-0.002002718406111413,-1.5527791985293007,32.07563737719694,66.46847638762543,0.2,0.0
29.945806980133057,2,-2.2474319679984416,1.6941897008481002,-0.0020016921792913663,-1.551491699802631,32.10956936539982,68.51457276381439,0.2,0.0
30.185287714004517,2,-2.246573636649973,1.6462335244756257,-0.002001721471443036,-1.5502083182926614,32.146191502934485,70.56070295570663,0.2,0.0
30.382748126983643,2,-2.2456907471259764,1.6008090050407724,-0.0020017314496937255,-1.5491714005787103,32.183861455958336,72.49881578492705,0.24000000000000002,0.0
30.58485221862793,2,-2.244708712612645,1.5528494482767268,-0.0020017037666762235,-1.548099679768793,32.225761595193816,74.54509020685967,0.24000000000000002,0.0
30.786202907562256,2,-2.2436436395855273,1.5042181899402614,-0.001999942338984082,-1.5472424198465848,32.2712047110175,76.62002389588218,0.28,0.0
30.967875242233276,2,-2.242505710410713,1.4538580247659187,-0.0020014081632168932,-1.5462894335316684,32.31975635580959,78.76872427665413,0.28,0.0
31.146931171417236,2,-2.2413192582521066,1.4034996373911766,-0.0020014149686625685,-1.5453229537601716,32.37037831457678,80.91734880464313,0.28,0.0
31.306939363479614,2,-2.2401162159520163,1.354855564951946,-0.002003537474499842,-1.5444525616731533,32.42170811938064,82.99282922871697,0.32,0.0
31.468525648117065,2,-2.2388103570296436,1.30369902212844,-0.0020013352232364583,-1.5436842940919644,32.47742476673521,85.17550838918658,0.32,0.0
31.628851890563965,2,-2.237465845731455,1.25254094594566,-0.0020014166375095623,-1.5428311984602274,32.534790582124586,87.35825297298518,0.32,0.0
31.78986930847168,2,-2.2360769825400206,1.2013843621551623,-0.002001410776908271,-1.5419744160701165,32.594048744959125,89.54093388137974,0.32,0.0
31.949202299118042,2,-2.2346454789912724,1.1502285048241925,-0.0020013949019589026,-1.5411248971647378,32.655126229705715,91.72358379416778,0.32,0.0
32.109912157058716,2,-2.2331708909012002,1.0990737962232668,-0.0020014038832380054,-1.5402773024874539,32.71804198821546,93.90618469447395,0.32,0.0
32.26888585090637,2,-2.231651487692352,1.047920793647569,-0.0020014172762526238,-1.5394243097584093,32.78286985845965,96.08871280437039,0.32,0.0
32.4250545501709,2,-2.2300883811057752,0.9967691264383702,-0.002001404737350875,-1.5385717403269232,32.849562406153595,98.27118393862953,0.32,0.0
32.58496570587158,2,-2.2284830482125604,0.9456183601912902,-0.002001394688658186,-1.5377260337657728,32.91805660959743,100.45361663183829,0.32,0.0
32.743051290512085,2,-2.226833989252488,0.8944690564246691,-0.0020014100124306857,-1.5368797023462477,32.98841645856051,102.63598692588079,0.32,0.0
32.90651035308838,2,-2.2251403712237847,0.8433216672269384,-0.002001415879411224,-1.5360273800771427,33.06067749445185,104.81827553165063,0.32,0.0
33.06886148452759,2,-2.223403747234173,0.7921754319104961,-0.0020013990335367897,-1.535179776430934,33.13477345134196,107.00051490515216,0.32,0.0
33.22696900367737,2,-2.2216249028108552,0.7410303877550543,-0.0020013976801036217,-1.5343370637052594,33.21067081340351,109.18270345578435,0.32,0.0
33.38865828514099,2,-2.2198018093538874,0.6898871264600438,-0.002001414933628647,-1.533491228329676,33.28845613423414,111.3648159377048,0.32,0.0
33.55057740211487,2,-2.21793467201579,0.638745806284284,-0.002001411632028644,-1.532641162184628,33.36812066065961,113.54684559853722,0.32,0.0
33.71079921722412,2,-2.2160251892719707,0.587605595775444,-0.00200139527653172,-1.5317982774617112,33.44959192439592,115.72882791358106,0.32,0.0
33.87235355377197,2,-2.2140730822706876,0.5364668932668494,-0.0020014030182531075,-1.530957715539844,33.532881823117336,117.9107458872811,0.32,0.0
34.02883791923523,2,-2.212076542369233,0.4853302906525005,-0.002001417258325817,-1.530111948282641,33.618067525579406,120.09257426549331,0.32,0.0
34.19012928009033,2,-2.2100365972542058,0.4341954729335689,-0.002001405723110239,-1.529265893156766,33.70510518382055,122.27432648816773,0.32,0.0
34.350953578948975,2,-2.207954764498813,0.38306190782437743,-0.0020013945619099115,-1.528426951982953,33.79393004805064,124.4560252661599,0.32,0.0
34.510257720947266,2,-2.2058296770885697,0.3319301716669151,-0.0020014091783940764,-1.5275877628542318,33.88460044422102,126.63764600887829,0.32,0.0
34.666783809661865,2,-2.203660371877241,0.2808007644026679,-0.0020014163486978312,-1.5267424663177727,33.97715746657104,128.81916738548617,0.32,0.0
34.82730507850647,2,-2.2014483470059907,0.22967293235625028,-0.0020013998626356557,-1.5259013642066412,34.071537194411064,131.0006215528,0.32,0.0
34.996901750564575,2,-2.1991945056902926,0.17854663379745517,-0.0020013971042434613,-1.5250655328826415,34.16770109054751,133.1820102913086,0.32,0.0
35.15794897079468,2,-2.196896857178896,0.12742248971107228,-0.0020014143870296674,-1.5242269311403176,34.26573409370043,135.3633071056609,0.32,0.0
35.30968189239502,2,-2.194555482460718,0.07630072290664969,-0.0020014124705843516,-1.5233835983153112,34.365632748342705,137.54450248931627,0.32,0.0
35.47142243385315,2,-2.1921720559361,0.025180445034877003,-0.002001395723646377,-1.5225473122210558,34.46732561339307,139.72563434517858,0.32,0.0
35.633293867111206,2,-2.1897464623455445,-0.025937977989887753,-0.0020014021753767615,-1.5217137510618974,34.5708176065901,141.90668706090187,0.32,0.0
35.792298793792725,2,-2.1872768283584665,-0.07705392155180535,-0.0020014171668218785,-1.5208752114652235,34.676188656705435,144.08763398621036,0.32,0.0
35.95403337478638,2,-2.1847640927821805,-0.12816763700999598,-0.0020014067124809625,-1.520035662553364,34.7833987079603,146.2684858457598,0.32,0.0
36.11315035820007,2,-2.182209801907231,-0.1792797553140239,-0.0020013945132867712,-1.519203451788656,34.89238178529148,148.44926956006503,0.32,0.0
36.27086853981018,2,-2.179612731360433,-0.2303896913831332,-0.002001408323976239,-1.5183713731304835,35.00319012862151,150.62996016568036,0.32,0.0
36.43217420578003,2,-2.176971791288536,-0.2814968978593716,-0.0020014167511218706,-1.5175331264335807,35.1158702383558,152.81053430866652,0.32,0.0
36.59327507019043,2,-2.1742884223163514,-0.3326021108087414,-0.0020014007326989206,-1.5166984970565058,35.23036064783567,154.9910233945063,0.32,0.0
36.7537841796875,2,-2.1715636336616897,-0.3837054587895369,-0.002001396589700122,-1.515869511228857,35.346618297101244,157.17143290835358,0.32,0.0
36.911349058151245,2,-2.1687954877344793,-0.43480629341597854,-0.002001413785538318,-1.5150381197541263,35.46472585666221,159.35173518574842,0.32,0.0
37.07449293136597,2,-2.1659839389886733,-0.48590432636765146,-0.0020014132678610437,-1.514201539338699,35.5846852698166,161.5319179250198,0.32,0.0
37.2319610118866,2,-2.1631306315135617,-0.5370004945797303,-0.0020013962411987232,-1.5133718163053707,35.70642638875471,163.7120211020685,0.32,0.0
