id,x,y,z,yaw,map_x,map_y,visits,first_stamp_s,last_stamp_s
96,2.490641348862068,2.1010954393542223,-0.00200088948584407,-2.1936406686243637,234.2673642181149,51.153261254219856,14,139.5650954246521,150.07431817054749
97,2.3914756786894835,2.050143661298238,-0.0020015263964337083,0.239385995646252,230.03629562408463,53.3272037846085,12,143.05018067359924,150.9771375656128
98,2.2755303276497383,2.0560896573920204,-0.002001396739846234,3.113908413624299,225.08929397972219,53.0735079512738,2,151.13819074630737,151.27645683288574
99,2.1516601010491443,2.0594962278799644,-0.002002132509153232,3.113390680333007,219.80416431143016,52.928160943788185,3,151.41704630851746,151.7091510295868
100,2.0257553417506684,2.0630187077305537,-0.001999943888698799,3.1127273346006548,214.4322279146952,52.77786847016304,2,151.83881998062134,151.98293280601501
101,1.8998439146401396,2.0666294169973924,-0.0020018654525747015,3.1121219619909515,209.06000702464596,52.623811541444596,3,152.11655020713806,152.39892315864563
102,1.7739298192314192,2.0703165836165365,-0.002001715579993223,3.111559853530334,203.68767228720722,52.46649243236111,2,152.53999876976013,152.67886543273926
103,1.648032038928852,2.074076985447573,-0.0020023530001955763,3.11090531152286,198.31603366096437,52.30604862090355,3,152.81932854652405,153.0981194972992
104,1.4969343213140573,2.0786941832990364,-0.0020008816162335446,3.110251481875862,191.86919770939977,52.109048179241114,3,153.23945474624634,153.51902651786804
105,1.3458354435693278,2.083403936019262,-0.002003026421692255,3.1096268425281193,185.422312258958,51.90809872984481,3,153.65938520431519,153.93873834609985
106,1.1947644685769303,2.088217459258047,-0.002001542573510607,3.1088670746013207,178.97661732594904,51.70272173832333,3,154.08160161972046,154.3608899116516
107,1.0436934027563092,2.093144557048534,-0.0020013449499665763,3.108124125861393,172.53091851760252,51.49249889926254,3,154.50249481201172,154.78031086921692
108,0.9178020470181849,2.0973298229323416,-0.002000311708832558,3.107524378625343,167.15955400610923,51.31392755488676,2,154.91774725914001,155.06029272079468
109,0.7919024562725943,2.1015981799218837,-0.002001286183525189,3.1070040915967474,161.78783813429735,51.131810989999636,3,155.19882774353027,155.48200917243958
110,0.6659939523380511,2.1059274272070008,-0.0019999618046564146,3.106543826536215,156.41574196642352,50.947096439167964,2,155.62268567085266,155.76186871528625
111,0.5401044765803092,2.1103209257777444,-0.0020017818493995062,3.106000562262489,151.0444576674265,50.75964050014957,3,155.90086698532104,156.18207502365112
112,0.4142111661513801,2.1147747853003835,-0.002002067590698304,3.1054692042798733,145.6730097557922,50.569609160516976,2,156.3241102695465,156.46223735809326
113,0.2883396796687327,2.119303076367139,-0.002002789237888242,3.1047671856268226,140.30249299919927,50.37640207500206,3,156.6053159236908,156.88600707054138
114,0.13729068288531063,2.1248444395708055,-0.002001258198799975,3.1040021155983615,133.85773580310658,50.1399705783123,3,157.02405786514282,157.3032341003418
115,-0.013758821538792286,2.1305037921210817,-0.001999802106286834,3.1032823672002223,127.4129569476782,49.89850486950051,3,157.44555187225342,157.7291135787964
116,-0.16480782907562327,2.1362698338498354,-0.002000154481130997,3.1025839304409986,120.9681992927734,49.65248708907369,3,157.86930346488953,158.14690113067627
117,-0.31584441559943194,2.1421473560938296,-0.0020013808110930253,3.1018496066653274,114.5239716010909,49.40171280666327,3,158.28806972503662,158.56857323646545
118,-0.4417054789883553,2.1471245777987233,-0.002002732890469534,3.1012032296440126,109.1538995631635,49.18935134725447,2,158.7089285850525,158.84887862205505
119,-0.5675723508152383,2.1521844495718367,-0.002001013224606947,3.100625954508989,103.78357969854983,48.97346348493497,3,158.9873595237732,159.26813960075378
120,-0.6934354243424004,2.157316544921928,-0.0019999666591301295,3.100046056614498,98.41342189472425,48.75449408333108,2,159.40928983688354,159.55056238174438
121,-0.8192898098726132,2.1625269993377945,-0.0020018800742516683,3.0994243621679463,93.0436347787685,48.53218136158743,3,159.68744349479675,159.96634006500244
122,-0.9451482913485705,2.167807879011668,-0.0020002561857678505,3.0988920830411315,87.67367290246099,48.30686382883549,2,160.1123285293579,160.2469117641449
123,-1.0710017069984366,2.1731633395481573,-0.0020018428377456435,3.0983482794012462,82.3039271680667,48.07836417927862,3,160.3916299343109,160.66945004463196
124,-1.2220087402413924,2.1796785031016546,-0.002001245884839541,3.0975929679670298,75.86096041636725,47.800383867662745,3,160.80656576156616,161.089049577713
125,-1.3730252789109463,2.1863050942340543,-0.00199999995376663,3.0969417615640813,69.41758809979962,47.51764931268035,3,161.22845602035522,161.5104467868805
126,-1.5240394572608797,2.193029083440647,-0.0020016389561405253,3.096301799973351,62.97431649020247,47.2307591065324,3,161.64961695671082,161.93200707435608
127,-1.675057274547708,2.199850971344856,-0.002000918696197195,3.0957157431598046,56.530889619297795,46.93969188928614,3,162.0814049243927,162.34874963760376
128,-1.8009088594645326,2.2056001971489234,-0.0019998053046750225,3.0952744913701604,51.16122199617995,46.6943915883126,2,162.4891541004181,162.6314160823822
