source,target,bidirectional,visits,length_m,segment_ids
1,2,True,1,0.09169458034034415,[2]
2,3,True,1,0.09272189530462192,[2]
3,4,True,1,0.06236209609766744,[2]
4,5,True,2,0.09731644673238837,[2]
4,6,True,1,0.11908215528591665,[2]
5,6,True,1,0.0632719699544237,[2]
