t_wall,stamp_ns,name,x,y,z,roll,pitch,yaw,map_x,map_y,linear_x,linear_y,linear_z,speed_xy,angular_z
12.311653289999413,1780932901458302718,track_preview_car,-2.2108911587498046,-0.5919418089602246,-0.00199963964330594,-1.0894588622085319e-07,-4.212124383911508e-06,-1.5449330197243876,33.66864389334167,166.0561838489696,0.0090387992538376,-0.15809617551982297,0.003727123949236359,0.15835435139567794,-0.11862183020570516
12.425742100999742,1780932901572387230,track_preview_car,-2.211135497102688,-0.5939376098101293,0.003217053118304547,-6.318928707483059e-08,-0.001373392371869401,-1.5448272027185794,33.65821879028532,166.1413380185655,3.723896939085808e-11,-3.24667962770489e-11,-0.5684000000532123,4.9404794319870026e-11,1.3885104899543211e-08
12.532434435999676,1780932901679080888,track_preview_car,-2.2108290252294562,-0.6036407272661432,-0.002002760761750543,4.071513880957815e-05,-1.7967552088695096e-06,-1.5438137360701547,33.6712949235432,166.55533769668878,0.008129872912804377,-0.28021857039781595,-0.0031420284502858354,0.28033648001887673,0.004810934365702846
12.63876610599982,1780932901785411195,track_preview_car,-2.210082315499825,-0.6315993138409504,-0.002000178032701852,-1.011603823474155e-05,9.540861422098365e-06,-1.543636750277106,33.70315453867414,167.74823739054722,0.007686460612834032,-0.27930627451525686,-0.00020324931336549096,0.27941201953449435,0.0006462010903971136
12.741653010999471,1780932901888298141,track_preview_car,-2.2093158451287818,-0.659547088718638,-0.0019999863814120483,4.119454800631647e-09,-1.279562437062278e-07,-1.5437523319308073,33.73585727450531,168.94067578532855,0.00764660130399971,-0.2795566722582054,0.0023560902997040727,0.2796612299114484,-0.0010532063156781675
12.842408748999333,1780932901989054169,track_preview_car,-2.2085495063827794,-0.6875006947399691,-0.0019999858989025164,2.551778732988705e-09,-1.3968833613322958e-07,-1.543911370905982,33.76855439433474,170.13336297557203,0.007792392941560089,-0.27958117845592584,0.00580804669938651,0.2796897508571952,-0.0028205747683806215
12.942625904999659,1780932902089285091,track_preview_car,-2.2078007067792678,-0.7154517827392595,-0.0020014103889558336,1.8481263961138112e-05,8.401736510432902e-07,-1.5438511742578123,33.80050317741791,171.3259427302084,0.0076126399780503924,-0.27971509260526795,0.00028894376550953266,0.2798186650647327,0.0017106476979018737
13.045190759999969,1780932902191837663,track_preview_car,-2.2070482342806184,-0.743402430682426,-0.0020013995409609822,1.8213908512783623e-05,9.286269256875414e-07,-1.5438116850138048,33.83260867069362,172.51850370911683,0.0076599366551433345,-0.2796920292817051,0.0003005499612504945,0.27979690111450306,0.0012768474013194417
13.14721010499943,1780932902293855275,track_preview_car,-2.2062914531471094,-0.7713509138635493,-0.002001410459639077,1.8110673425131442e-05,1.1218136994204075e-06,-1.5438108303234397,33.864897999056666,173.71097232484476,0.007694017725997667,-0.27966973122487393,0.00031134410862091117,0.27977554659433906,0.0008915840098154533
13.264546268999766,1780932902411189084,track_preview_car,-2.205380328152666,-0.8048868046474872,-0.0020014173753549066,1.8020757715793274e-05,1.2627606899796574e-06,-1.5438466812106166,33.90377266548626,175.14183699829277,0.007706811939514085,-0.2796514837866165,0.0003174440505609461,0.2797576582228398,0.0006081992129284991
13.382951648999551,1780932902529596588,track_preview_car,-2.2044683690081293,-0.8384208057114015,-0.002001411647354186,1.807038530438185e-05,1.1648633348056095e-06,-1.5439188379955364,33.94268292231982,176.57262104368647,0.007715985641186874,-0.2796345696402016,0.00031089416147793436,0.279741003380405,0.00020504859707807504
13.484305132999907,1780932902630949261,track_preview_car,-2.2037097727834087,-0.866365331272623,-0.002001401428762955,1.818193655034477e-05,9.727540773837512e-07,-1.5439973846291983,33.975049694574565,177.76492080096526,0.0076993980109267305,-0.2796327608639891,0.0003008491295459117,0.2797387382507963,9.574976766269785e-05
13.601615916999435,1780932902748261297,track_preview_car,-2.202802316560423,-0.8998984780200782,-0.002001394656521185,1.8269033516895426e-05,8.354553969163644e-07,-1.5441040846750034,34.013767826755284,179.19566839552334,0.007670280352884642,-0.2796336631439798,0.0002949370527884932,0.2797388402850284,6.90963011670644e-05
13.7201445339997,1780932902866789734,track_preview_car,-2.201898235359124,-0.9334317070624114,-0.0020014007778004507,1.8213787377588344e-05,9.417636594920286e-07,-1.5442111996436365,34.0523419580107,180.62641950132956,0.007641877230446877,-0.27963478930123886,0.00030173791684570786,0.2797391886653593,9.197705369393811e-05
13.841539293999631,1780932902988184133,track_preview_car,-2.2009971635913965,-0.9669650854733063,-0.0020014128606925643,1.80801867668366e-05,1.1702100001076116e-06,-1.544311950213825,34.09078768676709,182.0571769801944,0.007613501431058553,-0.2796343769963922,0.00031350591226597874,0.2797380027851081,0.00014037999541941927
13.96134620599969,1780932903107989121,track_preview_car,-2.2000993483309337,-1.000498487202965,-0.0020014172491639,1.801956704860886e-05,1.262343648541771e-06,-1.54440476191602,34.12909447121349,183.48793545399317,0.007583512487509623,-0.2796344132756562,0.0003170927802993983,0.279737224461938,0.00018804077283153677
14.063635522999903,1780932903210280442,track_preview_car,-2.1993540075261455,-1.028443283619197,-0.002001411059981472,1.8077445945205395e-05,1.1533293039865811e-06,-1.5444786951760157,34.16089567888446,184.6802467677524,0.0075590836305140345,-0.2796390982818405,0.00031049795105644103,0.279741246571209,0.00020664269470545851
14.182187932999113,1780932903328833193,track_preview_car,-2.19846336134387,-1.0619776831498187,-0.0020013990175575583,1.8211224757046473e-05,9.251703119939613e-07,-1.5445653540426658,34.19889658266153,186.11104781439226,0.007523158111694215,-0.2796482307679722,0.00029877859395227693,0.279749407290937,0.000306918127556353
14.299389814999813,1780932903446034674,track_preview_car,-2.1975769383038966,-1.0955128978012685,-0.0020013949451142227,1.8270688733117006e-05,8.372317222540949e-07,-1.5446419229952355,34.23671729903374,187.5418836395208,0.007493190628300308,-0.2796551054770195,0.00029529676464940126,0.27975547523713445,0.0004113215846169276
14.399936741999227,1780932903546582312,track_preview_car,-2.1968406283092703,-1.123459483382523,-0.0020014014040738272,1.8207557248189602e-05,9.530693904806758e-07,-1.5446947962301387,34.268133192137796,188.73427129098766,0.007474898403651995,-0.27965877334347433,0.0003022480947087865,0.2797586524383503,0.0004957344810840202
14.500747915999455,1780932903647393136,track_preview_car,-2.1961055986356426,-1.1514063202497704,-0.0020014116332942515,1.809395906464674e-05,1.146842687041142e-06,-1.5447395351778688,34.29949445821258,189.9266696639902,0.007459155995785779,-0.2796601509540875,0.00031236353723006357,0.279759609378896,0.0005763317233207959
