t_wall,stamp_ns,segment,distance_on_segment_m,segment_length_m,segment_progress,parking_route,terminal_stop,stopped_at_terminal,decision,pending_maneuver,pending_source,visible_instruction,applied_instruction,x,y,yaw,yaw_jump,map_x,map_y,command_yaw,command_map_x,command_map_y,actual_yaw,actual_yaw_jump,actual_map_x,actual_map_y,effective_speed_mps,active_speed_mps
0.12389742699997441,38567000000,outer_left_upper_to_top_reverse,0.6133916324087858,0.9143629313967732,0.6708404413024202,False,False,False,route/default: outer_left_upper_to_top_reverse,,,camera_sign_speed_limit,,-2.2422853228430255,1.1914974091220065,-1.5964317353165756,0.0,32.32915955869758,89.9627772107944,-1.5964317353165756,32.32925066846808,89.95922392974546,-1.8142985999508976,0.0,27.080159897910946,90.37866666589622,0.28,0.28
0.1627904969991505,38671000000,outer_left_upper_to_top_reverse,0.6134730136544612,0.9143629313967732,0.6709294445230024,False,False,False,route/default: outer_left_upper_to_top_reverse,,,camera_sign_speed_limit,,-2.242287408856008,1.191416054615693,-1.5964317353165756,0.0,32.329070555477,89.96624833639709,-1.5964317353165756,32.32915955869758,89.9627772107944,-1.8143971336036233,-9.853365272571857e-05,27.079541291865368,90.38198601008756,0.28,0.28
0.3637981199990463,38870000000,outer_left_upper_to_top_reverse,0.6136119681672627,0.9143629313967732,0.6710814131866809,False,False,False,route/default: outer_left_upper_to_top_reverse,,,camera_sign_speed_limit,,-2.242290970621563,1.1912771457590496,-1.5964317353165756,0.0,32.328918586813316,89.97217511428056,-1.5964317353165756,32.32899160223049,89.96932751301071,-1.8145762909439829,-0.00017915734035955921,27.07841687533606,90.3879385827208,0.28,0.28
0.4638649339995027,38971000000,outer_left_upper_to_top_reverse,0.6136727555044328,0.9143629313967732,0.6711478937220163,False,False,False,route/default: outer_left_upper_to_top_reverse,,,camera_sign_speed_limit,,-2.24229252875911,1.1912163783947194,-1.5964317353165756,0.0,32.32885210627798,89.97476785515863,-1.5964317353165756,32.328918586813316,89.97217511428056,-1.8146552655845245,-7.897464054162917e-05,27.077921201245104,90.39053018942545,0.28,0.28
0.6663528919998498,39176000000,outer_left_upper_to_top_reverse,0.6137788836508952,0.9143629313967732,0.6712639615795576,False,False,False,route/default: outer_left_upper_to_top_reverse,,,camera_sign_speed_limit,,-2.242295249099521,1.1911102851186857,-1.5964317353165756,0.0,32.328736038420445,89.97929450160274,-1.5964317353165756,32.32879346225968,89.97705497187272,-1.814794097167622,-0.00013883158309746513,27.07705113060615,90.39495454540113,0.28,0.28
0.8674041779995605,39373000000,outer_left_upper_to_top_reverse,0.6138653688336265,0.9143629313967732,0.6713585467598636,False,False,False,route/default: outer_left_upper_to_top_reverse,,,camera_sign_speed_limit,,-2.2422974659396844,1.191023828352312,-1.5964317353165756,0.0,32.32864145324014,89.9829833236347,-1.5964317353165756,32.32868720856386,89.9811988660091,-1.8149157434844572,-0.0001216463168352,27.07629028421428,90.39867224097284,0.28,0.28
0.9680055339995306,39474000000,outer_left_upper_to_top_reverse,0.6139023659407551,0.9143629313967732,0.6713990089285039,False,False,False,route/default: outer_left_upper_to_top_reverse,,,camera_sign_speed_limit,,-2.2422984142717617,1.1909868434012894,-1.5964317353165756,0.0,32.3286009910715,89.98456134821166,-1.5964317353165756,32.32864145324014,89.9829833236347,-1.8149690135123524,-5.327002789523583e-05,27.075957256640848,90.40025613291499,0.28,0.28
1.070395759999883,39576000000,outer_left_upper_to_top_reverse,0.6139342818214644,0.9143629313967732,0.6714339139750816,False,False,False,route/default: outer_left_upper_to_top_reverse,,,camera_sign_speed_limit,,-2.242299232358791,1.190954938007152,-1.5964317353165756,0.0,32.32856608602492,89.98592264502818,-1.5964317353165756,32.3286009910715,89.98456134821166,-1.815016244070147,-4.7230557794541994e-05,27.075662348289697,90.40161594144644,0.28,0.28
1.2696172390005813,39777000000,outer_left_upper_to_top_reverse,0.6139864579979432,0.9143629313967732,0.6714909768487909,False,False,False,route/default: outer_left_upper_to_top_reverse,,,camera_sign_speed_limit,,-2.2423005697698937,1.1909027789741522,-1.59643173531657,5.551115123125783e-15,32.3285090231512,89.98814809710285,-1.5964317353165756,32.32853660791265,89.98707229140697,-1.815097840428232,-8.159635808513423e-05,27.075154908989575,90.40380506885796,0.28,0.28
1.47072486199977,39975000000,outer_left_upper_to_top_reverse,0.614027961620952,0.9143629313967732,0.6715363676029255,False,False,False,route/default: outer_left_upper_to_top_reverse,,,camera_sign_speed_limit,,-2.2423016336156936,1.1908612889879509,-1.5964317353165756,-5.551115123125783e-15,32.328463632397074,89.98991833651411,-1.5964317353165756,32.32848456291997,89.98910204612153,-1.8151690876764688,-7.124724823670547e-05,27.074713550064814,90.40557490737018,0.28,0.28
