t_wall,stamp_ns,segment,distance_on_segment_m,segment_length_m,segment_progress,decision,pending_maneuver,pending_source,camera_parking_armed,visible_instruction,applied_instruction,parking_route,stopped_at_terminal,effective_speed_mps,active_speed_mps,traffic_light_state,camera_traffic_light_state,traffic_light_control_state,map_x,map_y,yaw,actual_map_x,actual_map_y,actual_yaw
0.13658559000032255,51212000000,inner_middle_cross_reverse,1.7736828242306117,5.461513532244725,0.32476030934626543,route/left from camera_sign_turn_left: inner_middle_cross_reverse delta=+92.1deg,,,,camera_sign_speed_limit,camera_sign_turn_left,False,False,0.14,0.28,red,red,red,182.37688079345835,125.8,3.141592653589793,179.84943953446822,125.84726688485163,3.134876175172211
0.13680874199963,51315000000,inner_middle_cross_reverse,1.7880798087731118,5.461513532244725,0.3273963889709886,route/left from camera_sign_turn_left: inner_middle_cross_reverse delta=+92.1deg,,,,camera_sign_speed_limit,camera_sign_turn_left,False,False,0.14,0.28,red,red,red,181.76260945297835,125.8,3.141592653589793,179.2531007532093,125.84109254298238,3.1355734079150164
0.30699514000025374,51512000000,inner_middle_cross_reverse,1.8156033816882073,5.461513532244725,0.3324359394092685,route/left from camera_sign_turn_left: inner_middle_cross_reverse delta=+92.1deg,,,,camera_sign_speed_limit,camera_sign_turn_left,False,False,0.14,0.28,red,red,red,180.5882703419343,125.8,3.141592653589793,178.06032487649802,125.8303939579736,3.1368384739196054
0.5083505980001064,51710000000,inner_middle_cross_reverse,1.8433024865909964,5.461513532244725,0.3375076296539697,route/left from camera_sign_turn_left: inner_middle_cross_reverse delta=+92.1deg,,,,camera_sign_speed_limit,camera_sign_turn_left,False,False,0.14,0.28,red,red,red,179.40644186608196,125.8,3.141592653589793,176.9877377807457,125.82343088439927,3.137570202624335
0.608002889999625,51810000000,inner_middle_cross_reverse,1.8572857503796398,5.461513532244725,0.3400679572455954,route/left from camera_sign_turn_left: inner_middle_cross_reverse delta=+92.1deg,,,,camera_sign_speed_limit,camera_sign_turn_left,False,False,0.14,0.28,red,red,red,178.80982261109983,125.8,3.141592653589793,176.39170417640327,125.81977942425044,3.137999954068086
0.7081064040003184,51910000000,inner_middle_cross_reverse,1.871288187349204,5.461513532244725,0.3426317954356674,route/left from camera_sign_turn_left: inner_middle_cross_reverse delta=+92.1deg,,,,camera_sign_speed_limit,camera_sign_turn_left,False,False,0.14,0.28,red,red,red,178.21238530039844,125.8,3.141592653589793,175.79562281689826,125.81646957684093,3.138399881282028
0.9088396659999489,52111000000,inner_middle_cross_reverse,1.8994063852554817,5.461513532244725,0.34778022136929704,route/left from camera_sign_turn_left: inner_middle_cross_reverse delta=+92.1deg,,,,camera_sign_speed_limit,camera_sign_turn_left,False,False,0.14,0.28,red,red,red,177.0126755230639,125.8,3.141592653589793,174.60373035230458,125.81138030066046,3.13896041271107
1.0094411660002152,52215000000,inner_middle_cross_reverse,1.913952826601953,5.461513532244725,0.3504436664492349,route/left from camera_sign_turn_left: inner_middle_cross_reverse delta=+92.1deg,,,,camera_sign_speed_limit,camera_sign_turn_left,False,False,0.14,0.28,red,red,red,176.39202735894781,125.8,3.141592653589793,173.88802116949347,125.80844637665862,3.1393760746608623
1.2105257809998875,52416000000,inner_middle_cross_reverse,1.942093614564127,5.461513532244725,0.355596228609162,route/left from camera_sign_turn_left: inner_middle_cross_reverse delta=+92.1deg,,,,camera_sign_speed_limit,camera_sign_turn_left,False,False,0.14,0.28,red,red,red,175.1913537392284,125.8,3.141592653589793,172.69433863873994,125.80439102020902,3.1400683738919386
1.3110459370000171,52516000000,inner_middle_cross_reverse,1.9560861037763302,5.461513532244725,0.3581582453705582,route/left from camera_sign_turn_left: inner_middle_cross_reverse delta=+92.1deg,,,,camera_sign_speed_limit,camera_sign_turn_left,False,False,0.28,0.28,red,red,red,174.59434086617438,125.8,3.141592653589793,172.0974187363545,125.80292519991133,3.140335333310166
